year,val,upperVal,lowerVal
1984,0.038021064780154004,0.08435885834079988,0.008419151316957798
1988,0.058117714954609156,0.12286652520221301,0.012987730880246988
1989,0.06147666650337665,0.12574716815302575,0.013318168251412256
1990,0.06501875835871343,0.12483995330959408,0.015079317484377939
1991,0.0456787084388276,0.10094157998350807,0.008256671440473777
1992,0.04378694601561947,0.09356065895008486,0.010023558074336202
1993,0.04808356037762143,0.091165351707855,0.013051223599069591
1994,0.021257951178923144,0.05455288381725907,0.0036256421484582298
1995,0.021374208136219628,0.05264215014398419,0.0032344984567718453
1996,0.04211468140199101,0.08220073110189748,0.010945316838122032
1997,0.04174662080520318,0.08035078654632485,0.01077353274430026
1998,0.019813061058130153,0.04525279775148221,0.003802268753966896
1999,0.023245733613394073,0.04862590515771768,0.005330607203692622
2000,0.019556065849606546,0.04344446021703407,0.004148941272408456
2001,0.02340714404035727,0.04591767861316233,0.005401417178227282
2002,0.019721483410284568,0.041656231404348924,0.0038504930245284296
2003,0.014706240067036972,0.03481022107607666,0.003052167943947471
2004,0.010661035137617505,0.028103363102669386,0.001839012224533039
2005,0.010153335760322908,0.025166922267598636,0.0016100736695718169
2006,0.008699141546049697,0.022848599742973333,0.0011968599729436146
2007,0.010677144210618005,0.02607845962150774,0.0015540452825547626
2008,0.020334610612178252,0.049370855758583305,0.003757440049419728
2009,0.021665829445021618,0.052000323264882284,0.003450834119108495
2010,0.046366563892902286,0.09320724024269453,0.009889403646215508
2011,0.026570520429406604,0.07678691718650116,0.004720506114400239
2012,0.02812491414414416,0.0772604674681476,0.0038930732313548237
2013,0.02686232913369159,0.0747307895607929,0.004788207601864779
2014,0.02506647884744287,0.06693552527793153,0.003986862095818415
2015,0.018255615473478058,0.050745342094457704,0.003077033507838575
2016,0.015529072647746986,0.0441077295610937,0.002864784944637844
2017,0.01752958370643771,0.04748563970838132,0.0026535598843388194
2018,0.01897439089139588,0.052326683983893015,0.0027999404453521613
2019,0.03122660773557937,0.09604403571605834,0.004799983967969262
