year,val,upperVal,lowerVal
1983,0.04287327314811035,0.04951758027510989,0.03637215950639393
1988,0.04061645107994383,0.059081764358067605,0.02201522745756032
1989,0.045459196881095496,0.06337540791301202,0.02677638279558426
1990,0.03419413798413365,0.05120430754706786,0.01783064067443047
1991,0.03969962517730864,0.05456953023680076,0.024139582428810678
1992,0.04313844423642246,0.05613402540332248,0.03022094919056251
1993,0.0325585031512033,0.04465225393410663,0.02009503457567439
1994,0.04431918878112649,0.05654820015056757,0.033038138608657626
1995,0.03706565763899437,0.04829752064036734,0.025788001733763735
1996,0.026019931844773386,0.037332862831254095,0.015192926058906998
1997,0.07625169088153103,0.0868386301300558,0.06564030809913703
1998,0.045255068831283135,0.05449693389350304,0.03605641737873332
1999,0.042641381327375535,0.050663102417811336,0.034844317686746375
2000,0.019016414456737844,0.026788234534216072,0.011066138959444395
2001,0.05895335301873142,0.06661129436824681,0.05155543747206816
2002,0.04057951525079468,0.04778304405211302,0.033066780572977926
2003,0.018578801850795613,0.025536846508223073,0.011228180725400867
2004,0.049958269519659856,0.056617149321522744,0.04312127833783889
2005,0.030889888853441586,0.037838310699670946,0.024512433286188642
2006,0.014659505111794752,0.02141588487491128,0.007907430717849738
2007,0.019907340220302487,0.026273409961171435,0.012726350429400892
2008,0.05505513262276475,0.06182837281271819,0.048599293702080215
2009,0.022353575988791917,0.029071314529967866,0.015655082197330927
2010,0.014354741352400297,0.02116467775678371,0.008165193316681897
2011,0.019728507907662025,0.026694806236412506,0.012977256924051998
2012,0.02577483835576165,0.03282006879107037,0.018011398420830844
2013,0.03345746828111705,0.04190386352397635,0.02567864639521502
2014,0.01576628013100393,0.02390290395575921,0.007612002191297352
2015,0.032713399971717017,0.04048254082144605,0.02473304747446856
2016,0.014052848209186565,0.021810168632710975,0.006982115223385327
2017,0.017305005926862394,0.02486150095364408,0.009091988426058238
2018,0.042449227893888164,0.05405171357537696,0.03108362437408273
