year,val,upperVal,lowerVal
1983,0.27565077401692356,0.932741292998404,0.010444022307647738
1988,0.2785421814112036,0.9133935334117447,0.013398796564428266
1989,0.2691329788360101,0.9265758626679366,0.010191251496565794
1990,0.29100652124704346,0.9259543072200838,0.012039125883616043
1991,0.28231371824146767,0.9130550373762313,0.010251567557946716
1992,0.28337002230229524,0.9266400951095272,0.011285851803067308
1993,0.28257101179776467,0.9260562033659389,0.012601414025922561
1994,0.3040499168616871,0.9153161199422095,0.010811466938861609
1995,0.2813052170154863,0.9255915051920213,0.013215808281285808
1996,0.2854817574452988,0.9246627519800454,0.012147515093225491
1997,0.274611570726765,0.9327534470116244,0.012346786886708047
1998,0.36679293160207516,0.38497079482467433,0.34892460307719714
1999,0.3822330954031731,0.3992079409168194,0.36552529421212193
2000,0.35225907546526225,0.3690059045306606,0.33685291099751574
2001,0.40182381578247445,0.4208637331294315,0.38447841703321123
2002,0.3808716283688357,0.3981628787661519,0.3644017192235389
2003,0.36524233961248304,0.38292404551807846,0.3494349351266769
2004,0.3596953003739967,0.3744915904908531,0.3445504647387057
2005,0.3615303510450105,0.37724411382955464,0.34583027872815486
2006,0.32241331326133743,0.33753226875861375,0.30743704645216496
2007,0.301367909453533,0.3154652440154876,0.2882255163271626
2008,0.33718859308258253,0.35144148520746443,0.3235704157026588
2009,0.3022879987864604,0.3161008342483727,0.2888458189308182
2010,0.2863653399001146,0.2987734775810115,0.2740639809457389
2011,0.2726757003537086,0.28444230118983993,0.26064607742732254
2012,0.26839866752279307,0.27962717979561624,0.2566495604676976
2013,0.2819998317118795,0.2939564627449495,0.2702735118681093
2014,0.258381127352596,0.269259750118414,0.24861481279596204
2015,0.27150605136595507,0.2832778360220614,0.25961465914608867
2016,0.23915244987779133,0.24930250403544377,0.22884606047436015
2017,0.2437105438968853,0.25400911838814866,0.23351836632207362
2018,0.2657927722853423,0.2771039277272184,0.25455347743159684
