param,val,upperVal,lowerVal,n_eff,Rhat
binned_phi_a_rel[1],0.8371284974098532,0.9508791230451059,0.7393525262199322,1727.7307815319105,0.9994385545904697
binned_phi_a_rel[2],1.1288541680369804,1.2575628914073596,1.0088155089708717,1653.4068939401648,1.002085073769236
binned_phi_a_rel[3],1.3706188055516404,1.5100318716040009,1.2431140588893586,1759.9098066059291,0.9998056211196827
binned_phi_a_rel[4],1.439067515698477,1.574667930652626,1.3061677959848217,1688.6839103146488,1.0013731099698522
binned_phi_a_rel[5],1.161714025164474,1.27975464726758,1.062933565239092,1551.4580817738015,1.0011106460148425
binned_phi_a_rel[6],0.9020126035941458,0.9981106611452092,0.8166322062615445,1841.2229530707307,0.9999741043841434
binned_phi_a_rel[7],0.7042045486354376,0.7919153168985364,0.6318907203490902,1827.9175367386983,0.9984375617526531
binned_phi_a_rel[8],0.7191729020864356,0.8147866600567182,0.6337503286342873,1798.379593593163,1.0001576975944761
binned_phi_a_rel[9],0.7999021546080398,0.9081567959420912,0.6989107925656756,1776.4135064784848,0.9993523784560643
binned_phi_a_rel[10],0.8655882367027008,0.9721057346762103,0.7659048577160631,1861.3472537957946,0.9992602487719802
binned_phi_a_rel[11],0.9693985340775824,1.1183250779787595,0.836482239747342,1807.508305834941,0.9998552402717868
binned_phi_a_rel[12],1.1842848402788682,1.4027996597546835,1.0015058727848831,1916.3564349026249,0.9995296762707822
binned_phi_a_rel[13],1.2426650016581864,1.4973216510871201,1.0226728494656123,1874.9130802727054,0.9977382935817155
binned_phi_t[1],0.014290377888114337,0.16018817442460692,0.006453326019684521,1106.1322585338344,0.9998011711621585
binned_phi_t[2],0.0325634819034156,0.11463334490656282,0.014396186270546604,1710.913733476911,1.002122755197275
binned_phi_t[3],0.038068134822396946,0.125907767269418,0.019109508728066715,1603.57041664317,1.0006112630949033
binned_phi_t[4],0.06608464258279925,0.11753289533769937,0.04102924697693358,1824.7191894490923,1.0001224724290279
binned_phi_t[5],0.15653442707533746,0.6581796857856018,0.045977812048988403,1851.461060930373,0.9996895873624609
binned_phi_t[6],0.02730817097766204,0.062358516953375846,0.016826045846013694,1208.120488751222,1.0001891588146459
binned_phi_t[7],0.14583481751948202,0.6332020210141315,0.047489495788789006,1823.2412182231062,0.999486102784128
binned_phi_t[8],0.0828136909675537,0.31046910429355007,0.043197154998718595,1308.5639951035928,0.9998436510591971
binned_phi_t[9],0.06788377912794172,0.15062192525147683,0.040559461491194056,1710.2824395496968,0.9992450581266384
binned_phi_t[10],0.14205546927944085,0.511242367551683,0.0673450492430349,1540.512421530572,1.0005576926490913
binned_phi_t[11],0.12068264929799066,0.5421821618854169,0.05128063734630792,1790.4069530367938,0.9986922493629946
binned_phi_t[12],0.12907641403966452,0.6975193185433851,0.033702355380310745,1753.3448870570655,1.0039764791552368
binned_phi_t[13],0.021759042530099075,0.047619148171267334,0.011919628314556237,1500.2231448036798,1.0026416051064395
p_dhf_rel[1],0.005173787652041584,0.02293755288598153,2.11545754751406e-4,1680.4133780501963,0.9992083323141048
p_dhf_rel[2],0.010751964947958482,0.05398734235156221,3.855778346948367e-4,1796.639737352013,1.0002100111459096
p_dhf_rel[3],0.2633695591907442,0.34845380954012206,0.19474882778792554,1761.6010037406743,1.0020798708052074
psi,33.992325464326896,61.9442167360645,21.971852726371257,1634.9324556662846,0.9996595766540782
p_dhf[1],0.005173787652041584,0.02293755288598153,2.11545754751406e-4,1680.4133780501963,0.9992083323141048
p_dhf[2],1,1,1,NA,NA
p_dhf[3],0.010751964947958482,0.05398734235156221,3.855778346948367e-4,1796.639737352013,1.0002100111459096
p_dhf[4],0.2633695591907442,0.34845380954012206,0.19474882778792554,1761.6010037406743,1.0020798708052074
lambda_cohort[1],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[2],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[3],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[4],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[5],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[6],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[7],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[8],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[9],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[10],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[11],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[12],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[13],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[14],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[15],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[16],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[17],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[18],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[19],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[20],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[21],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[22],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[23],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[24],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[25],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[26],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[27],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[28],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[29],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[30],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[31],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[32],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[33],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[34],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[35],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[36],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[37],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[38],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[39],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[40],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[41],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[42],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[43],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[44],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[45],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[46],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[47],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[48],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[49],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[50],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[51],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[52],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[53],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[54],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[55],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
lambda_cohort[56],0.05089117221177509,0.06139150742195013,0.04158809866699485,1782.0949827706422,1.0007902680250513
