year,val,upperVal,lowerVal
1984,0.045934655273841676,0.09956237381632689,0.006958564519818351
1988,0.058938609532717165,0.13016574781128543,0.0061366475580994445
1989,0.028661309714187205,0.0895327847548211,0.0015765593125668938
1990,0.03186921797057179,0.09011682752490598,0.001844565880320933
1991,0.04432147308285711,0.10518991326994553,0.002889660203024588
1992,0.040106238537758535,0.0978606568098074,0.0032798474685837133
1993,0.01677488974257811,0.060026978430033046,7.567018133817781e-4
1994,0.015288009925007388,0.05844855231913333,5.636641903110812e-4
1995,0.06424738189170337,0.12415816201667071,0.007697412380754148
1996,0.03761742327164279,0.10979257773060924,0.001732159042475756
1997,0.06030101090827952,0.11891797637123673,0.008407681890555983
1998,0.023575215876884992,0.07431591166652632,0.0012725898162865622
1999,0.06149681108646521,0.10152612326077255,0.01618425258597428
2000,0.01982557842204582,0.056209770409663545,9.632231837529791e-4
2001,0.03648453689692886,0.07652371151447798,0.0037591771660759705
2002,0.028434471596341503,0.08029458282577334,0.0015430248148187726
2003,0.060340080508267585,0.11044262112738522,0.010275265090602665
2004,0.028973335455043304,0.08131629256603176,0.0014899808806178418
2005,0.011767305387982289,0.04157733740813717,5.508486426073858e-4
2006,0.0068031157555144585,0.027753679899645847,3.1125892465763916e-4
2007,0.008993500964545846,0.036205952075840354,4.03911499707589e-4
2008,0.046310391218671684,0.09532103544769072,0.0029988188710345395
2009,0.0390326074055894,0.09529066688312837,0.0018162832053753813
2010,0.013385286150430357,0.06434482097283398,4.7513566214741335e-4
2011,0.025941089294313855,0.1027980777149458,0.0012162458240440113
2012,0.020500377630236037,0.08122620004540076,6.062241653498133e-4
2013,0.015187627770463397,0.06909689337279301,6.136937525589793e-4
2014,0.014044849365906234,0.06214003081315973,6.700836567772953e-4
2015,0.028206633067349524,0.08612613469762746,0.0016193999334488903
2016,0.016094203048229158,0.0607916710241893,7.296031840986065e-4
2017,0.018000632923605014,0.06367479831260613,7.187333095206328e-4
2018,0.024241776729537756,0.08052843792107227,0.0013004453528571796
2019,0.04721422745077908,0.19392040502758962,0.0019877000112246664
