lowerVal,val,upperVal,year
0.0341374396567311,0.04084891454293432,0.04752454175634026,1983
0.019850307411067386,0.03843836547723467,0.057254591097830335,1988
0.029812004474181,0.04885953217869262,0.06777354771489627,1989
0.017791046614229703,0.03466738363189846,0.05139897852777309,1990
0.024150030311060024,0.03866118905038215,0.05314399341250801,1991
0.0278961884540675,0.0407721942498538,0.05359777572241279,1992
0.021989757915118667,0.03408037175179361,0.04596250007995116,1993
0.029851488267975488,0.041552798491331776,0.053735606433636014,1994
0.020775402648290985,0.03267673291145178,0.04424276772560447,1995
0.013667361793598095,0.024803583474770373,0.036450793884314846,1996
0.06453190583185349,0.07475547769995608,0.08504599027442077,1997
0.032641019317798906,0.04158793236040035,0.05104659471603918,1998
0.033435015998342726,0.04158736421032401,0.049433564386680916,1999
0.008908250494990817,0.016427484500306788,0.02413747663757266,2000
0.051838370950030015,0.059307815026553655,0.06647500699367194,2001
0.030524448747226925,0.037805903384852756,0.04508182672196006,2002
0.008612487993379528,0.015455315304409526,0.02270034284312403,2003
0.042852143199207576,0.04993531690197789,0.056701796710615496,2004
0.021845672793308714,0.028582287424089817,0.03505676281797148,2005
0.006864293732827532,0.013283927463909079,0.02003205329465253,2006
0.008914639940541756,0.015820343366854797,0.02239240344413203,2007
0.04847182612048211,0.054979582991148135,0.061619972658537074,2008
0.015443230898748052,0.02186815268463719,0.028615334006543938,2009
0.0040541287021641625,0.010793531399866753,0.01748232435266825,2010
0.011610867952493147,0.018363245376126887,0.02539789771429533,2011
0.01698836278078241,0.024237429868447867,0.03154582660542072,2012
0.019709303320384466,0.027522803090736084,0.03583320912208163,2013
0.00807317261246409,0.016574831873559275,0.024770757197859688,2014
0.024450114039574113,0.032123575005463575,0.03976038932716419,2015
0.0014530022067934458,0.008722242171538473,0.016440922523077578,2016
0.008382712086411363,0.015958614854164867,0.023525085802550944,2017
0.029226094113970487,0.04065667009249688,0.05182017000381105,2018
