iTime,year,age,S,Val,lowerVal,upperVal
1,1998,3,0,0.6530739342486569,0.5677690128129776,0.7486884135115315
1,1998,3,1,0.2936115502850851,0.22472704079168904,0.34523126711601215
1,1998,3,2,0.04950113910480591,0.02529535908689075,0.07871904688418066
1,1998,3,3,0.0037091528868281,0.00126544674767639,0.00797750371185629
1,1998,3,4,1.0422347462393862e-4,2.3739862212203135e-5,3.0316947497319006e-4
1,1998,4,0,0.6035533106625228,0.5293667789538455,0.6851046873389098
1,1998,4,1,0.32481631357476737,0.2717388769657855,0.3649656983415981
1,1998,4,2,0.06555280801782748,0.04041829041523002,0.09435799247969176
1,1998,4,3,0.00587979589676374,0.00267190888695327,0.01084233516461833
1,1998,4,4,1.97771848118664e-4,6.623639312122506e-5,4.6719506024622386e-4
1,1998,5,0,0.5611832953325074,0.49059314815016314,0.6442043557094185
1,1998,5,1,0.3487804952565535,0.29943987428903374,0.3824020029479562
1,1998,5,2,0.08128883759955789,0.05219476022278639,0.11177639691233024
1,1998,5,3,0.00842029135647711,0.00404353955782495,0.01452103378248023
1,1998,5,4,3.270804549039729e-4,1.1747022093627637e-4,7.074182070701288e-4
1,1998,6,0,0.4527236039360931,0.3859015400377013,0.5322110494227539
1,1998,6,1,0.39677908357220976,0.3635854378184898,0.4148658768626518
1,1998,6,2,0.13040543134629662,0.0931451705647243,0.16725156371660202
1,1998,6,3,0.01904846930002468,0.01060551312626623,0.02996747427258939
1,1998,6,4,0.00104341184537582,4.5282906776595585e-4,0.00201354511045544
1,1998,7,0,0.37743333654300615,0.3168712790806502,0.4567550623326457
1,1998,7,1,0.4164170020460374,0.3953812339960687,0.4218248727061088
1,1998,7,2,0.17228517874232988,0.12834531096291113,0.21062759473199713
1,1998,7,3,0.03167997748993692,0.01851660855912359,0.04673740354309575
1,1998,7,4,0.00218450517868968,0.00100178414925082,0.00388906466582399
1,1998,8,0,0.3013469916089815,0.24526229688398185,0.3702725515031284
1,1998,8,1,0.4211156443980325,0.41301599652956167,0.42187394056574834
1,1998,8,2,0.22109493041129608,0.17660525956535353,0.26081601139430893
1,1998,8,3,0.05154278311625149,0.03319539268438731,0.07320135741732718
1,1998,8,4,0.00450596916192856,0.00233982435972047,0.00770433777482026
1,1998,9,0,0.24081982898890428,0.19565402285067895,0.29259465056232214
1,1998,9,1,0.4118045106400896,0.3941132229510877,0.4209496649973998
1,1998,9,2,0.2640713118414858,0.2271042309828823,0.29770390315811757
1,1998,9,3,0.07526079970199506,0.05445500057988516,0.09994603357088044
1,1998,9,4,0.00804354882752524,0.00489645287751065,0.01258281746923521
1,1998,10,0,0.1864883115075621,0.14432170555182552,0.23643453861972255
1,1998,10,1,0.389184862154228,0.35932304572500345,0.4105225552684541
1,1998,10,2,0.3045730908809451,0.26729719149711617,0.3354824199934993
1,1998,10,3,0.10593625220680404,0.07735159078754515,0.13921048658134952
1,1998,10,4,0.01381748325046069,0.00839412382716204,0.02166234214832215
1,1998,11,0,0.1322629143739692,0.1047254998465078,0.17184902987631856
1,1998,11,1,0.34822900665212336,0.3174734865483433,0.3802327296198013
1,1998,11,2,0.34381361266395555,0.3154882579462693,0.360905707604127
1,1998,11,3,0.15086853513068169,0.11634143256060582,0.1823465380997916
1,1998,11,4,0.02482593117927015,0.01608854999700498,0.03454876790123031
1,1998,12,0,0.11423019786937984,0.0911799904110818,0.14263470477461354
1,1998,12,1,0.3290306010362929,0.2989996442594949,0.3578478523289424
1,1998,12,2,0.3554044994411294,0.336668815675537,0.3676825958250172
1,1998,12,3,0.1706188600417542,0.14077477769214647,0.200952290561824
1,1998,12,4,0.0307158416114436,0.02207384952876051,0.04118547894258208
1,1998,13,0,0.10124761964466292,0.06778097717534257,0.13345741912879622
1,1998,13,1,0.31296680795617354,0.26023854093956017,0.3493865288443475
1,1998,13,2,0.3627797248408926,0.34300533447956116,0.37467778055119305
1,1998,13,3,0.18689824176213649,0.14966253287871795,0.2397613710001092
1,1998,13,4,0.03610760579613452,0.02448818466857691,0.05753379499855671
1,1998,14,0,0.09063292652126852,0.04737531896713602,0.12937086866965386
1,1998,14,1,0.29819899636521874,0.2166839285202864,0.34537061528902246
1,1998,14,2,0.3678931043722722,0.3457526696354631,0.3749899438058112
1,1998,14,3,0.20175606684980524,0.15383784294463854,0.28330604282940486
1,1998,14,4,0.04148841603966195,0.02566800346122207,0.08098608804789892
1,1998,15,0,0.07966867106884842,0.0324673678558029,0.1263715987361204
1,1998,15,1,0.28115179710075655,0.17607689296445436,0.34232080641467183
1,1998,15,2,0.3710711857264224,0.34773217747090424,0.3749926823025667
1,1998,15,3,0.21884054536694447,0.1569932381735337,0.32366294929877937
1,1998,15,4,0.04826823539288926,0.02657937603872278,0.10970548047938396
1,1998,16,0,0.06944146040651081,0.02231370284571649,0.12282814635856255
1,1998,16,1,0.2633299118689789,0.1416796376213701,0.3386020316596418
1,1998,16,2,0.3709971720664372,0.33734517451218043,0.37499560533780746
1,1998,16,3,0.23666983482067636,0.16082475978921804,0.35699246864405315
1,1998,16,4,0.05609243244530785,0.0277092391793428,0.14166901637667964
1,1998,17,0,0.0603622407568718,0.01522058528373505,0.12113703361359864
1,1998,17,1,0.2456688349355853,0.11245155773734064,0.3367818755719517
1,1998,17,2,0.36945160452682985,0.31155223187066095,0.37499323983516514
1,1998,17,3,0.25433116224551133,0.16269428228463215,0.3836310404475144
1,1998,17,4,0.0646940548744544,0.02826988832033991,0.17714458466074923
1,1998,18,0,0.05242395165838469,0.01043608928146328,0.11972869989251309
1,1998,18,1,0.22853943691979728,0.08886170143489587,0.33524319332862956
1,1998,18,2,0.3675617696145777,0.2837414221409512,0.37498759970724344
1,1998,18,3,0.2714588538054137,0.16427194362839556,0.4026691427911549
1,1998,18,4,0.07396316217886809,0.02874783345819248,0.21429164435153475
1,1998,19,0,0.04531247058146412,0.00716755988659603,0.11699252083636325
1,1998,19,1,0.2115969124342377,0.06986428034634766,0.33219308382075247
1,1998,19,2,0.3647016869306875,0.2553703246862328,0.3749835468690866
