year,age,S,Val,lowerVal,upperVal
1998,3,0,0.4884114466406805,0.4884114466406805,0.4884114466406805
1998,3,1,0.3833039230545183,0.3833039230545183,0.3833039230545183
1998,3,2,0.11280593834321502,0.11280593834321502,0.11280593834321502
1998,3,3,0.0147549636029896,0.0147549636029896,0.0147549636029896
1998,3,4,7.237283585965662e-4,7.237283585965662e-4,7.237283585965662e-4
1998,4,0,0.4308776620164963,0.4308776620164963,0.4308776620164963
1998,4,1,0.40377336347101317,0.40377336347101317,0.40377336347101317
1998,4,2,0.14189027137572965,0.14189027137572965,0.14189027137572965
1998,4,3,0.02216078064520309,0.02216078064520309,0.02216078064520309
1998,4,4,0.0012979224915578248,0.0012979224915578248,0.0012979224915578248
1998,5,0,0.3671697234916399,0.3671697234916399,0.3671697234916399
1998,5,1,0.41805277056726226,0.41805277056726226,0.41805277056726226
1998,5,2,0.17849523101706324,0.17849523101706324,0.17849523101706324
1998,5,3,0.0338719040475868,0.0338719040475868,0.0338719040475868
1998,5,4,0.002410370876447779,0.002410370876447779,0.002410370876447779
1998,6,0,0.31288139936984216,0.31288139936984216,0.31288139936984216
1998,6,1,0.4218552743970581,0.4218552743970581,0.4218552743970581
1998,6,2,0.21329392650263107,0.21329392650263107,0.21329392650263107
1998,6,3,0.04793039155476359,0.04793039155476359,0.04793039155476359
1998,6,4,0.004039008175705043,0.004039008175705043,0.004039008175705043
1998,7,0,0.2666199411560676,0.2666199411560676,0.2666199411560676
1998,7,1,0.41767592905450757,0.41767592905450757,0.41767592905450757
1998,7,2,0.24536778028743103,0.24536778028743103,0.24536778028743103
1998,7,3,0.0640638600568923,0.0640638600568923,0.0640638600568923
1998,7,4,0.0062724894451015424,0.0062724894451015424,0.0062724894451015424
1998,8,0,0.22719852687067976,0.22719852687067976,0.22719852687067976
1998,8,1,0.4075339085111186,0.4075339085111186,0.4075339085111186
1998,8,2,0.27412791063267367,0.27412791063267367,0.27412791063267367
1998,8,3,0.08195212970116698,0.08195212970116698,0.08195212970116698
1998,8,4,0.009187524284361018,0.009187524284361018,0.009187524284361018
1998,9,0,0.19360581353512263,0.19360581353512263,0.19360581353512263
1998,9,1,0.3930549646677935,0.3930549646677935,0.3930549646677935
1998,9,2,0.29923986222779436,0.29923986222779436,0.29923986222779436
1998,9,3,0.10125187817410565,0.10125187817410565,0.10125187817410565
1998,9,4,0.012847481395183878,0.012847481395183878,0.012847481395183878
1998,10,0,0.1649799915117052,0.1649799915117052,0.1649799915117052
1998,10,1,0.37554032563639167,0.37554032563639167,0.37554032563639167
1998,10,2,0.320562818451869,0.320562818451869,0.320562818451869
1998,10,3,0.12161501537778215,0.12161501537778215,0.12161501537778215
1998,10,4,0.017301849022252017,0.017301849022252017,0.017301849022252017
1998,11,0,0.14058667507039782,0.14058667507039782,0.14058667507039782
1998,11,1,0.35602419382135864,0.35602419382135864,0.35602419382135864
1998,11,2,0.3381007477842695,0.3381007477842695,0.3381007477842695
1998,11,3,0.1427020568153864,0.1427020568153864,0.1427020568153864
1998,11,4,0.022586326508587676,0.022586326508587676,0.022586326508587676
1998,12,0,0.11980006197265042,0.11980006197265042,0.11980006197265042
1998,12,1,0.3353216665755131,0.3353216665755131,0.3353216665755131
1998,12,2,0.3519633615694072,0.3519633615694072,0.3519633615694072
1998,12,3,0.16419154135039452,0.16419154135039452,0.16419154135039452
1998,12,4,0.028723368532034714,0.028723368532034714,0.028723368532034714
1998,13,0,0.1020868787277613,0.1020868787277613,0.1020868787277613
1998,13,1,0.3140686171829368,0.3140686171829368,0.3140686171829368
1998,13,2,0.36233511664944157,0.36233511664944157,0.36233511664944157
1998,13,3,0.18578634600433097,0.18578634600433097,0.18578634600433097
1998,13,4,0.03572304143552937,0.03572304143552937,0.03572304143552937
1998,14,0,0.08699269964280865,0.08699269964280865,0.08699269964280865
1998,14,1,0.29275483279707976,0.29275483279707976,0.29275483279707976
1998,14,2,0.36945079505788325,0.36945079505788325,0.36945079505788325
1998,14,3,0.20721759062928416,0.20721759062928416,0.20721759062928416
1998,14,4,0.043584081872944165,0.043584081872944165,0.043584081872944165
1998,15,0,0.07413028868602252,0.07413028868602252,0.07413028868602252
1998,15,1,0.2717515020449716,0.2717515020449716,0.2717515020449716
1998,15,2,0.3735764431079099,0.3735764431079099,0.3735764431079099
1998,15,3,0.22824669318182556,0.22824669318182556,0.22824669318182556
1998,15,4,0.052295072979270385,0.052295072979270385,0.052295072979270385
1998,16,0,0.06316966507806633,0.06316966507806633,0.06316966507806633
1998,16,1,0.25133397262150886,0.25133397262150886,0.25133397262150886
1998,16,2,0.37499466149403443,0.37499466149403443,0.37499466149403443
1998,16,3,0.24866602735315796,0.24866602735315796,0.24866602735315796
1998,16,4,0.06183567345323249,0.06183567345323249,0.06183567345323249
1998,17,0,0.053829637747350015,0.053829637747350015,0.053829637747350015
1998,17,1,0.23170055352318739,0.23170055352318739,0.23170055352318739
1998,17,2,0.3739934129428144,0.3739934129428144,0.3739934129428144
1998,17,3,0.26829854462823943,0.26829854462823943,0.26829854462823943
1998,17,4,0.07217785115840876,0.07217785115840876,0.07217785115840876
1998,18,0,0.04587059146870543,0.04587059146870543,0.04587059146870543
1998,18,1,0.212988013520395,0.212988013520395,0.212988013520395
1998,18,2,0.37085765997517867,0.37085765997517867,0.37085765997517867
1998,18,3,0.2869966492250415,0.2869966492250415,0.2869966492250415
1998,18,4,0.08328708581067967,0.08328708581067967,0.08328708581067967
1998,19,0,0.03908833961626382,0.03908833961626382,0.03908833961626382
1998,19,1,0.19528432357356748,0.19528432357356748,0.19528432357356748
1998,19,2,0.3658632671018941,0.3658632671018941,0.3658632671018941
1998,19,3,0.3046405540962619,0.3046405540962619,0.3046405540962619
1998,19,4,0.09512351561201285,0.09512351561201285,0.09512351561201285
1998,20,0,0.033308885825001106,0.033308885825001106,0.033308885825001106
1998,20,1,0.17863910321989976,0.17863910321989976,0.17863910321989976
1998,20,2,0.3592727031632364,0.3592727031632364,0.3592727031632364
1998,20,3,0.3211362969912432,0.3211362969912432,0.3211362969912432
1998,20,4,0.1076430108006194,0.1076430108006194,0.1076430108006194
1998,21,0,0.028383960173159365,0.028383960173159365,0.028383960173159365
1998,21,1,0.16307215699980507,0.16307215699980507,0.16307215699980507
1998,21,2,0.3513321638304503,0.3513321638304503,0.3513321638304503
1998,21,3,0.33641355557693775,0.33641355557693775,0.33641355557693775
1998,21,4,0.12079816341964729,0.12079816341964729,0.12079816341964729
1998,22,0,0.024187215367822062,0.024187215367822062,0.024187215367822062
1998,22,1,0.14858042464155138,0.14858042464155138,0.14858042464155138
