lowerVal,val,upperVal,year,iFold
0.01711015168725397,0.02485011062295983,0.0475861341965234,1984,All
0.04842864811565245,0.056189508096633534,0.06762212148678744,1988,All
0.045929326291531514,0.052551948642326,0.06254462339503546,1989,All
0.043430004467410584,0.048914389188018464,0.05746712530328346,1990,All
0.04093068264328964,0.04527682973371093,0.05238962721153147,1991,All
0.03843136081916871,0.041639270279403395,0.047312129119779486,1992,All
0.03580409830599218,0.03800171082509586,0.042234631028027485,1993,All
0.03297617781651925,0.034364151370788326,0.0371571329362755,1994,All
0.030066635792972054,0.031053078052777836,0.03226147817531069,1995,All
0.02657933038575751,0.02738313759341087,0.028586394057821936,1996,All
0.02170800827341053,0.02423662248055029,0.025955094718001875,1997,All
0.016639726611995923,0.020643569382644666,0.023435429874443078,1998,All
0.01733493259397648,0.020750822846471922,0.022992073258853,1999,All
0.018030138575957037,0.020858076310299175,0.02254871664326292,2000,All
0.018725344557937593,0.020965329774126427,0.022105360027672837,2001,All
0.019407186068399834,0.021046734323566383,0.021681830112197892,2002,All
0.020019288819117596,0.02117983670178094,0.021537007957730163,2003,All
0.02063139156983536,0.020994266643537,0.02203138409301452,2004,All
0.020331933565312522,0.021302414603447298,0.022532553688794685,2005,All
0.01988857694972244,0.0215015970932627,0.023081521596536758,2006,All
0.019445220334132363,0.021608850557089956,0.023653471760775868,2007,All
0.019001863718542282,0.021716104020917212,0.024225421925014978,2008,All
0.018558507102952204,0.021823357484744465,0.02479737208925409,2009,All
0.01877249496394739,0.022167253426215873,0.025014092727539926,2010,All
0.01898648282494258,0.02251114936768728,0.025741193041297815,2011,All
0.019200470685937766,0.02268067052515106,0.026511887051057614,2012,All
0.019200953558040242,0.02240701997281369,0.027393373988267702,2013,All
0.01902658698409421,0.02213336942047632,0.02827486092547779,2014,All
0.018852220410148182,0.021859718868138946,0.029156347862687875,2015,All
0.018662638383189455,0.021646930127852383,0.030037834799897963,2016,All
0.018369183047074484,0.02184963462419079,0.030919321737108055,2017,All
0.018075727710959513,0.022052339120529195,0.03180080867431814,2018,All
0.01778227237484454,0.022255043616867594,0.032682295611528224,2019,All
