year,val,upperVal,lowerVal
1983,0.2705245175759189,0.9066056046253849,0.009549516226341256
1988,0.29039236048165523,0.9231319331984889,0.011875600461213253
1989,0.2795980781988672,0.9163086026003313,0.009672160402014032
1990,0.27212043376692285,0.9179235687548915,0.0104882877255583
1991,0.28798406388558506,0.942582842258394,0.009579822063490031
1992,0.26700062999511465,0.9097792885246164,0.012595688426875376
1993,0.28975899486868695,0.924998485178525,0.009719560386820978
1994,0.2736916920003736,0.943116332644646,0.010227666865354822
1995,0.2843791395850005,0.9318841068272684,0.010908359361382776
1996,0.29914765311411085,0.8987090883524991,0.013391203118448037
1997,0.2882494611954175,0.9381012678596699,0.011148437202859138
1998,0.03725081149265532,0.043675356375497104,0.03182409156838627
1999,0.0380498732197474,0.043874683781811336,0.0329442882151434
2000,0.009997284260875896,0.013398012598814079,0.007359464116259885
2001,0.07059531116544124,0.07780238327731796,0.06358645634431073
2002,0.03364038431307958,0.0391607028717124,0.028391955483799847
2003,0.02471355083152088,0.029510282604364627,0.020664765206464007
2004,0.04921718267334428,0.0558040127116442,0.043695396671420784
2005,0.033280365696811934,0.03848050450275956,0.028716359536291754
2006,0.012577999685172465,0.01562576307523715,0.009781226979665476
2007,0.019566124159473314,0.023517882743090423,0.01630932719631282
2008,0.05309919638086599,0.058658076113534824,0.047623548753794626
2009,0.026297348528116146,0.030434576372533363,0.022570713658891385
2010,0.011728058732344657,0.014397792261263975,0.009393750491918925
2011,0.020795526513405715,0.024263343304844552,0.017813807201274335
2012,0.018375178005701043,0.02155617809973112,0.015453414863689808
2013,0.027067050936886453,0.03062457602960301,0.023654750641924183
2014,0.01750880755527446,0.02054889001235557,0.014717274082198572
2015,0.031075170215028126,0.03487545311432924,0.027505232785828344
2016,0.008195374571646614,0.010117826667927026,0.006305249241464647
2017,0.01599772670365565,0.01871214344867169,0.01362102418353937
2018,0.04138538316792691,0.04560689095099564,0.037058588619068314
