year,val,upperVal,lowerVal
1983,0.10755716434320904,0.2525522675014864,0.019627162390770544
1988,0.08885958347047258,0.23510559684288726,0.013634898905488413
1989,0.12832034442019302,0.2879180143266019,0.020665990902386727
1990,0.1652978177447028,0.3386444321074634,0.03921922241990871
1991,0.15519854570220007,0.31328150547497197,0.03634285548703372
1992,0.09965455713898855,0.2338434890817186,0.018433283905867924
1993,0.05946968024771418,0.1632553772686483,0.009496263845644087
1994,0.035924956076838606,0.10820928137207671,0.005967919108837794
1995,0.025045786493349733,0.07949547326002482,0.0037387943474216094
1996,0.02271460889174485,0.07211634521284621,0.0033315798210660726
1997,0.021822393530882757,0.07431542550549079,0.003199772642203209
1998,0.0639818669924728,0.07206089536354347,0.055810933161796035
1999,0.07161598087424789,0.07898010540170014,0.0638907038999606
2000,0.038077766651937274,0.044883730971843526,0.031151114942839942
2001,0.09843781396487297,0.10593931317286187,0.09078317879493468
2002,0.06606466120485308,0.07275928432732524,0.05916744699949279
2003,0.049958271749216715,0.05661794468773931,0.04376083199150479
2004,0.07301626700064484,0.07936958623377059,0.06609710543740208
2005,0.05867346308150903,0.06483381016699423,0.05283089549303543
2006,0.032148993146022015,0.037765409490945145,0.02683066272462624
2007,0.030802924537813768,0.03580082159279105,0.025667122035459157
2008,0.0703627432815628,0.07629671995450023,0.06447402058879634
2009,0.0379645393152108,0.042993019641298695,0.032926025870054075
2010,0.020886424433383302,0.02541267219691411,0.016446827165364324
2011,0.027418537963478273,0.032030496355965804,0.022990409040756117
2012,0.025663766896017674,0.02992592277841362,0.021165083998143572
2013,0.035850717401919946,0.040463699241377035,0.031258193110022814
2014,0.023477170528282985,0.02776923241043221,0.019341821425816016
2015,0.0343737081865287,0.038549859741434885,0.030130945429414604
2016,0.013128432175854958,0.0168006439811831,0.009738934078046216
2017,0.024928796688647628,0.02895012092052388,0.021165971524421467
2018,0.04497459570694748,0.04973151972259482,0.04033701771135327
