lowerVal,val,upperVal,year
0.006622890128682334,0.0279789990579878,0.05709839623697511,1984
0.008039796725412725,0.03931783103921402,0.08143171970757682,1988
0.01110641914957221,0.043785538198549905,0.08303060709293615,1989
0.004455643838119225,0.024128729337196106,0.05697723533714621,1990
0.0031830722917558186,0.018136628980333587,0.0439164657055263,1991
0.003377268915731628,0.018399550698409664,0.04277691938183626,1992
0.004247851228557871,0.021838556286359882,0.044570370452725196,1993
0.001570484277223642,0.00979073598828992,0.02757700424286739,1994
0.002198427192441694,0.01322098499072407,0.03360583772806303,1995
0.003561713355756183,0.018483460478985025,0.04034143953848417,1996
0.004527711920068633,0.01955772278742677,0.039468738549104425,1997
0.001378069985116903,0.0085571672733923,0.02315742547784792,1998
0.0011246153359796176,0.006837003034645986,0.018091397135512145,1999
0.001033806693755829,0.00656581153460147,0.017729362821768235,2000
0.0033851525638312167,0.014753882416785885,0.02999799010200798,2001
0.002239528097680836,0.01181812601507129,0.026568062491528113,2002
0.0030181750532491934,0.013355310988656978,0.027456855204200104,2003
0.0010738706937144114,0.007027217848353978,0.01875524810439475,2004
7.455061786903397e-4,0.005094861358195825,0.013597851497191362,2005
7.628676980058665e-4,0.005334958215640917,0.015089720936453352,2006
7.959017580615685e-4,0.004984276996800363,0.014124600158922624,2007
0.0011834834389248619,0.007992833885932563,0.020210808279405485,2008
0.001189679172604689,0.007350804180954906,0.019487542184368337,2009
0.0026710719110836696,0.015450975998306199,0.03561969333426905,2010
0.0026164110913641614,0.017482852882783673,0.051611527173244916,2011
0.0024747537726628613,0.016353690678997578,0.04774420743277646,2012
0.002195346869187625,0.0156562793863428,0.04889382685496381,2013
0.0018967441875055663,0.013203702350209954,0.04223101962242478,2014
0.0016157485470011626,0.01007673357634507,0.03128805806360706,2015
0.0010041571678998911,0.006832378046573228,0.02140378431782769,2016
9.983068278711562e-4,0.00705685062768481,0.02146283342414279,2017
0.0010865650709910699,0.007927526882165897,0.026115956941289105,2018
0.0030101626726915017,0.020716841428015324,0.07126897210034738,2019
