lowerVal,val,upperVal,year,iFold
0.007233709220031637,0.028229088170494705,0.04229178487205402,1984,All
0.033347100793500145,0.040243256159001865,0.0520446275227391,1988,All
0.03150362545416458,0.03759751909210056,0.04789203965894845,1989,All
0.029660150114829007,0.03495178202519925,0.043739451795157806,1990,All
0.027816674775493447,0.03230604495829795,0.039586863931367164,1991,All
0.02595861774544098,0.02971863465426426,0.035434276067576514,1992,All
0.024085958282411384,0.02718963408213907,0.031281688203785865,1993,All
0.02221329881938179,0.024660633510013887,0.027129100339995223,1994,All
0.02015139911723777,0.02182309900950498,0.023287378826043013,1995,All
0.017857362326078867,0.018776664853547686,0.02020359651239079,1996,All
0.01467133674862328,0.016033335622439332,0.01738384383451821,1997,All
0.010518748884832632,0.013785805771368327,0.014912367329799616,1998,All
0.01075879962784181,0.013609843836006342,0.014584956074015372,1999,All
0.010998850370850992,0.013433802182023868,0.014572818374102115,2000,All
0.01123890111386017,0.013100824690812385,0.01459991463349611,2001,All
0.011478951856869351,0.012549499485864164,0.014681597821324291,2002,All
0.011277164962654851,0.012407525158008149,0.014763281009152468,2003,All
0.010725391578168552,0.01231023706445438,0.014895150898384928,2004,All
0.01014207841086102,0.012339108102185543,0.015174884969328239,2005,All
0.009505627715053382,0.012580529253917123,0.015454619040271544,2006,All
0.008869177019245745,0.012821950405648711,0.01573435311121485,2007,All
0.008232726323438105,0.013063371557380292,0.01601408718215816,2008,All
0.007596275627630468,0.01330479270911188,0.016293821253101463,2009,All
0.011884686641406508,0.01373933146056905,0.01636189265427666,2010,All
0.013843247170362397,0.015323732110439718,0.016747950689627075,2011,All
0.014430031846070274,0.01598783260413151,0.02071063754614116,2012,All
0.014756616341330315,0.01688110218518319,0.024876626782841804,2013,All
0.015083200836590357,0.01777437176623487,0.029042616019542448,2014,All
0.015362654828180219,0.018383617545792808,0.033326741710286704,2015,All
0.015611458900639868,0.019098321709744466,0.037615152724062746,2016,All
0.015860262973099518,0.01981302587369612,0.04190356373783879,2017,All
0.01607844172232286,0.020527730037647775,0.04619197475161482,2018,All
0.016076471770374426,0.021242434201599433,0.05048038576539087,2019,All
