iTime,year,age,S,lowerVal,Val,upperVal
1,1998,3,0,0.7569278155354778,0.8139547074685227,0.8796344696220224
1,1998,4,0,0.7132651610865227,0.7687552798835342,0.8244728410876389
1,1998,5,0,0.6818320260287194,0.7342312843955381,0.7862985260319996
1,1998,6,0,0.6173429792554502,0.6738250732939353,0.7297710578926954
1,1998,7,0,0.5519060591798767,0.6039410573196751,0.6606687808535507
1,1998,8,0,0.4903604599794686,0.5387860928695325,0.5882629699498638
1,1998,9,0,0.42847845925325245,0.47639635118867657,0.5258297046590688
1,1998,10,0,0.3379234751965219,0.3797676247287951,0.4312609655804048
1,1998,11,0,0.2865417173518489,0.3202686009356277,0.35782775372291903
1,1998,12,0,0.25622252273252866,0.28390267790773216,0.3139888233834527
1,1998,13,0,0.2100916713930224,0.25031846664070345,0.28974069029727484
1,1998,14,0,0.1664869370673578,0.219996953198723,0.27058465178375535
1,1998,15,0,0.1311646524551851,0.19251696875026092,0.25342275105752066
1,1998,16,0,0.10216488451553167,0.16643794117451044,0.23358603237039186
1,1998,17,0,0.08237530735327417,0.1477230788980684,0.22171632719624026
1,1998,18,0,0.06456654767386197,0.1313815817544677,0.21429400668758156
1,1998,19,0,0.05026706131640727,0.11683786865874432,0.20804949707159417
1,1998,20,0,0.04017832216063956,0.10543291920458144,0.20648299555092187
1,1998,21,0,0.03177601280712199,0.0949872067484169,0.2046124236331463
1,1998,22,0,0.025082717823405473,0.08464820166757825,0.20044802210367238
1,1998,23,0,0.020102846062534475,0.07643514233270252,0.1983683969654321
1,1998,24,0,0.015750899152856795,0.06999695872414285,0.20191300823043248
1,1998,25,0,0.012685926100643953,0.06553024303496824,0.2096260924108478
1,1998,26,0,0.010149273366367999,0.06113156735096702,0.2166469429144101
1,1998,27,0,0.008174225819831377,0.056376680557941025,0.21728885465853012
1,1998,28,0,0.006834319030355449,0.053283842072677945,0.22563496506453531
1,1998,29,0,0.005592107067587043,0.04991875938204389,0.23135445048123884
1,1998,30,0,0.0046445455976783356,0.04613211225240543,0.22923110632425064
2,1999,3,0,0.7911012442482084,0.8551884801154983,0.9211795763435576
2,1999,4,0,0.7297080412326644,0.787832576087157,0.8506530621491871
2,1999,5,0,0.6918241073411056,0.7423857250231325,0.7966986618028788
2,1999,6,0,0.6582932431003692,0.7095411088353161,0.7604913148390905
2,1999,7,0,0.5946441708003345,0.6472246068833354,0.6976142432651792
2,1999,8,0,0.5311068664081569,0.5797846723710718,0.6294479048915034
2,1999,9,0,0.47436576789568824,0.5172523516852526,0.5643396643429873
2,1999,10,0,0.40999837049646765,0.45685293615420175,0.5036392494713686
2,1999,11,0,0.32253503540018313,0.36462408959662723,0.4120118362164847
2,1999,12,0,0.27421334412945764,0.3072885120131863,0.34382058352357225
2,1999,13,0,0.24239463680071452,0.2716107008971989,0.30078241243634263
2,1999,14,0,0.1987067069699895,0.23876576536345834,0.27654561577915654
2,1999,15,0,0.15906715227919332,0.2094057506957379,0.2590417916231062
2,1999,16,0,0.12663548120821191,0.18524754848320046,0.2446680586982619
2,1999,17,0,0.098594366134012,0.15978521530766757,0.22488959208171674
2,1999,18,0,0.07827200897892152,0.14177575439926404,0.21446243593386588
2,1999,19,0,0.0619122999226133,0.126836933733919,0.20843719627258506
2,1999,20,0,0.0485302581473968,0.1127668567214686,0.2028361788007288
2,1999,21,0,0.03875828668702195,0.10129835358767267,0.20079249069550725
2,1999,22,0,0.03084639853101688,0.09198815092852793,0.1989147064591889
2,1999,23,0,0.02433085245694883,0.08192577718438485,0.19509264783196886
2,1999,24,0,0.019550591784119626,0.07400658197375012,0.19245212060616196
2,1999,25,0,0.01534478704340982,0.06800714221423242,0.19584571907015869
2,1999,26,0,0.012392527565633853,0.06369591319044424,0.20349236905328386
2,1999,27,0,0.00991218789457842,0.05907363984180862,0.21204350860440227
2,1999,28,0,0.008004026952551459,0.054501094114043955,0.21208686911666597
2,1999,29,0,0.006708378440822537,0.051491179652511654,0.21819881204963407
2,1999,30,0,0.005354032842805272,0.048280048143387586,0.2245436596076826
3,2000,3,0,0.8503460095758628,0.905203070611081,0.9541130114335475
3,2000,4,0,0.7642968018150582,0.8295424300401096,0.89433583164222
3,2000,5,0,0.7065376082839505,0.7634688929583225,0.8276129153728466
3,2000,6,0,0.6681086522491074,0.7199415572767794,0.7719264019153148
3,2000,7,0,0.6320978707198863,0.6833768122788715,0.7346929692350664
3,2000,8,0,0.5720112719107645,0.6234309717305762,0.6731143828954431
3,2000,9,0,0.5110822894595111,0.5583242669516171,0.608285385141398
3,2000,10,0,0.45345967491440037,0.4971804970078692,0.5444834055619566
3,2000,11,0,0.39197420223599605,0.43960034801183845,0.4860469262939855
3,2000,12,0,0.3091502790365812,0.3508610008288393,0.3972526654425061
3,2000,13,0,0.2599119923208066,0.29389960915965263,0.332258832462035
3,2000,14,0,0.23054870459450635,0.2599122549804936,0.29128489720091094
3,2000,15,0,0.19022492262538998,0.22888655548529185,0.26706605352143403
3,2000,16,0,0.15202628610098037,0.20231422114665903,0.24938794688168314
3,2000,17,0,0.12160377791506592,0.17844402424001082,0.23462160778851116
3,2000,18,0,0.09436090679587009,0.15415181321046506,0.21854930204777598
3,2000,19,0,0.07689120524771739,0.13749546303088078,0.20788642049862616
3,2000,20,0,0.0611861950972585,0.12325414420276995,0.2036796752441751
3,2000,21,0,0.04807719062490163,0.10966704507918162,0.19727499736983287
3,2000,22,0,0.03826007851098878,0.0989617340321143,0.1953690567551924
3,2000,23,0,0.030128251302199798,0.08963146112997228,0.19403425251693068
