lowerVal,val,upperVal,year
0.007500979854635641,0.0381044986529676,0.08523732209648273,1984
0.014567206304259629,0.06554295379921324,0.13418832744222947,1988
0.01334666330738309,0.06195895267441192,0.12519513635592897,1989
0.011090653329525123,0.054037156605730906,0.11600881688854496,1990
0.012468786071815978,0.054034099886388895,0.10829909494587606,1991
0.00955075933330234,0.0428362640149228,0.09120022248991394,1992
0.015494500224675934,0.04988412910490368,0.0913125160615582,1993
0.003420222470791508,0.02041000889086427,0.05221603685029816,1994
0.003697352026947465,0.02101560697268478,0.05205183696375118,1995
0.008548934991122564,0.036452477953057644,0.07355591552533663,1996
0.012023180336605285,0.0441611899689035,0.07955898587977976,1997
0.004180331861733969,0.022099801430430114,0.05126205933671592,1998
0.0044168691449737955,0.022676177741606574,0.047182403653045636,1999
0.004078463923523524,0.02178758303433008,0.04833104668787235,2000
0.00546287869107333,0.02491215128859594,0.047739126458551114,2001
0.003855831049524617,0.018992238270921735,0.04245424020838231,2002
0.0026400377477634666,0.015602549012219462,0.03634316408656263,2003
0.0022124616521618425,0.012885816787596333,0.032332077053513056,2004
0.0016828738619289198,0.010390904119076151,0.02679219440920276,2005
0.0027926127352967648,0.016082029064684075,0.03600201954535324,2006
0.0019834092098938885,0.011198553168336376,0.028664105381493055,2007
0.004408236466255674,0.023915287962406558,0.05458984550097217,2008
0.0038824421502243584,0.022721995830547383,0.052616323207134684,2009
0.008006995422981675,0.04042040451099055,0.08638023058521975,2010
0.003957252768399459,0.02473964489334552,0.07333302363556704,2011
0.0036104420069790885,0.02355281690425699,0.07129307865190898,2012
0.0035754190491106017,0.024097752285067463,0.07013967261792581,2013
0.003242226310820103,0.022291975096592666,0.06457586307594704,2014
0.0031339307730648656,0.019950300733253726,0.05410237200848903,2015
0.0024804456692485437,0.016535824227694812,0.0455618429694017,2016
0.0026249463054588956,0.017878794086082898,0.04839691409142202,2017
0.0035311244827134144,0.02127465768863939,0.055570823161499465,2018
0.005437833823189256,0.03519625351442033,0.10544494637355038,2019
