lowerVal,val,upperVal,year,iFold
0.022469055748486455,0.04381238997294634,0.07104153626900364,1984,All
0.029897239814205546,0.03865903131048959,0.05056357683493759,1988,All
0.031354135766801676,0.03900581462981739,0.0495198792085403,1989,All
0.03281103171939781,0.0393525979491452,0.04847618158214301,1990,All
0.03426792767199394,0.039699381268473014,0.047432483955745716,1991,All
0.03572482362459008,0.040046164587800824,0.046388786329348425,1992,All
0.037181719577186204,0.040392947907128635,0.045345088702951133,1993,All
0.038638615529782344,0.04073973122645644,0.04430139107655384,1994,All
0.039745737569282374,0.04108651454578425,0.04325769345015655,1995,All
0.040501522547125066,0.041875520273940564,0.043246501374518125,1996,All
0.04083028446478349,0.04185388915674778,0.04375694842858138,1997,All
0.03978288470549074,0.04239475001037599,0.04474294382898874,1998,All
0.03832310824444605,0.04075489766845901,0.04238611255249241,1999,All
0.036813873242379586,0.039277008584610126,0.04045782581627145,2000,All
0.03518328106538168,0.03747519298462505,0.038731877884015956,2001,All
0.03351219807386677,0.035835340642708075,0.037320585577445664,2002,All
0.03128923846452294,0.03419548830079109,0.03618887534982239,2003,All
0.028716407019495255,0.032555635958874105,0.03505716512219911,2004,All
0.02614357557446757,0.03087967113139507,0.033934483015966355,2005,All
0.02357074412943989,0.029076520155071013,0.03284359744694485,2006,All
0.020997912684412208,0.02727336917874696,0.03175271187792334,2007,All
0.018425081239384525,0.025470218202422904,0.030661826308901838,2008,All
0.015852249794356843,0.023667067226098848,0.029570940739880335,2009,All
0.018211795624477,0.02418510820231535,0.02883919599389909,2010,All
0.020528417582176956,0.02487484466821266,0.028107451247917848,2011,All
0.022780862133803235,0.025668785365284573,0.02741383285021663,2012,All
0.02442167770760348,0.026164124892199284,0.02710674300697685,2013,All
0.024547217307125998,0.02665946441911399,0.028102627430463236,2014,All
0.024471801883356785,0.027154803946028705,0.030134443542746903,2015,All
0.024221025246763266,0.027650143472943412,0.03250757552311405,2016,All
0.02348136971286048,0.028145482999858123,0.0348807075034812,2017,All
0.0227417141789577,0.028640822526772833,0.03725383948384834,2018,All
0.022002058645054914,0.029136162053687544,0.03962697146421548,2019,All
