year,val,upperVal,lowerVal
1984,0.06163629786964793,0.1538736927674663,0.01112380805604275
1988,0.062044526098112195,0.16199316018774804,0.010330789533370782
1989,0.08764872383865686,0.19155473092087763,0.01775928346382406
1990,0.042808393236371305,0.1127088134600959,0.007498013314586141
1991,0.030523810550777172,0.0910883018305925,0.005115690731980973
1992,0.04360747331086421,0.11296397194171681,0.007041265612887464
1993,0.04386885373772777,0.117935971857608,0.006935943676851162
1994,0.0265371045650349,0.08444661827131507,0.003961102425641175
1995,0.02918810861955718,0.08604962463255836,0.004891579592511072
1996,0.033411762865884514,0.09528223532953853,0.005960187382227307
1997,0.030929226807314587,0.08760493087569511,0.005208751448095292
1998,0.04844395743710257,0.06419967150966559,0.03363798789302628
1999,0.04541927067186957,0.05863432701300714,0.03288373008797228
2000,0.008228212676960837,0.016729108638194157,0.001894993808907579
2001,0.052364867700011045,0.06352893346777772,0.04114545784957224
2002,0.006358583274797323,0.013769407338796525,0.0012309239546054482
2003,0.10718298302568155,0.20292851516309632,0.026074484402825615
2004,0.004709654492487191,0.010445078705295884,9.92801604697795e-4
2005,0.010629120749536931,0.01757793817849155,0.003931312517238336
2006,0.016976453392800003,0.02331497734392285,0.010588137835107063
2007,0.010918263163514836,0.01752394255137945,0.005118376884811341
2008,0.04911369687872228,0.1423386649179711,0.007546265725702307
2009,0.04429965933498835,0.13276872872463746,0.007533908914395892
2010,0.04121821825619916,0.12390583488448692,0.005530432684754805
2011,0.03919790601110634,0.12531426351310979,0.005544149662046058
2012,0.03664820206511869,0.11160496805263213,0.005944998351580168
2013,0.03424058357830907,0.10879391763860446,0.0047501658323114825
2014,0.03393252642755014,0.1016453447823662,0.0053933608305481
2015,0.009067402317829718,0.022943267686150355,0.001660763078856698
2016,0.0051358702682263585,0.012816083729152102,9.413702349318693e-4
2017,0.0036294395972415877,0.010438978499006104,5.57833194458093e-4
2018,0.03450518738566969,0.04853238354082416,0.020877409516723806
2019,0.0236988872319686,0.06021542086294927,0.0039866119628469395
