lowerVal,val,upperVal,year
0.007283866595437183,0.03742226285700263,0.08580810751849927,1984
0.01359617751991764,0.06376590174898372,0.13278694900635507,1988
0.01356283559094361,0.06268839263157336,0.12623671449391763,1989
0.010551832331101286,0.052036470430707304,0.11155026858556709,1990
0.012009479655317611,0.052249643638039335,0.10576702347356073,1991
0.008332885647514004,0.04055443205274712,0.08779923898145495,1992
0.012555923738267305,0.046825624205649535,0.08696226434080287,1993
0.0032442062365834875,0.018655001032755296,0.04858480753038373,1994
0.003309430607212461,0.018851796075489348,0.04912182447706462,1995
0.008065170614940408,0.03605792378259319,0.07366500476908615,1996
0.011731080026843178,0.043166732777527,0.07851789739342324,1997
0.004064583879404019,0.020460831917623823,0.04804083551700489,1998
0.003871487759733922,0.020366268362749178,0.044509963758465006,1999
0.004245233640173886,0.020626857359374376,0.045515762179398345,2000
0.00460101161933458,0.020980157195252248,0.043154275627713005,2001
0.002986531647938041,0.017035494842389174,0.03838292776501951,2002
0.002347210711498015,0.013053729956489546,0.03205663637898222,2003
0.0018239571680617559,0.010906995848877603,0.028588384689274358,2004
0.001427915355555722,0.009014986560578444,0.024534993848289815,2005
0.0019258878418282222,0.012122778325429318,0.030209305459943096,2006
0.001542745842400573,0.009215287728473714,0.02530240596399389,2007
0.0033280624199302326,0.019725996532941728,0.04812654917257087,2008
0.0033333164951063125,0.0197548958619206,0.04712442451814501,2009
0.009669252392108562,0.04313474151874325,0.08549135633327848,2010
0.004545894627746367,0.026697667229384776,0.07877786894113094,2011
0.003802762165498021,0.024560883551720283,0.07093306395816489,2012
0.003763341012636466,0.023069215676613013,0.0690643032075358,2013
0.002940263141293258,0.020120016302954825,0.06144698189689586,2014
0.002486488020547878,0.016862961607699227,0.04987947404410509,2015
0.0021173593054572594,0.013789767287852351,0.03909258438157838,2016
0.0023277600036399593,0.01415463129295354,0.0415630364955941,2017
0.0028592536518119464,0.01669927833151688,0.04699861038282734,2018
0.0049379838900786895,0.031413227155129404,0.09795522509465708,2019
