lowerVal,val,upperVal,year,iFold
0.0189424845438817,0.02788311104804459,0.043322875706916175,1984,All
0.055806446190068575,0.06032561082901439,0.06607476086988355,1988,All
0.05204346911812576,0.056178240554955336,0.060980805347542466,1989,All
0.048280492046182955,0.05203087028089627,0.055886849825201396,1990,All
0.04451751497424015,0.047856594565752184,0.05079962066313158,1991,All
0.040754537902297334,0.043610028956164684,0.04573046397467262,1992,All
0.03699156083035453,0.03936346334657719,0.04066130728621366,1993,All
0.033228583758411714,0.0351168977369897,0.03575412844267469,1994,All
0.029397282290210634,0.0308703321274022,0.03161382917440211,1995,All
0.025187090649620426,0.026623766517814708,0.027569855613040442,1996,All
0.020158076316792724,0.022377200908227216,0.02352588205167878,1997,All
0.015129061983965027,0.018130635298639716,0.019481908490317116,1998,All
0.015945389733611995,0.018231902078246535,0.019281211678983133,1999,All
0.016755573820751178,0.018357743507884487,0.01908051486764915,2000,All
0.017565757907890358,0.018332781166574406,0.018917518999052176,2001,All
0.01750397491757726,0.018514655899822145,0.01877228663103676,2002,All
0.017325048369922824,0.018620347018067886,0.019379624285954827,2003,All
0.017146121822268396,0.01858952215471318,0.020225864908673667,2004,All
0.016967195274613964,0.01855869729135847,0.021072105531392507,2005,All
0.01670813663413091,0.018527872428003765,0.02191834615411135,2006,All
0.016412762640043023,0.01849704756464906,0.02276458677683019,2007,All
0.01611738864595514,0.018466222701294353,0.02361082739954903,2008,All
0.01582201465186726,0.018435397837939644,0.02445706802226787,2009,All
0.017162091009112528,0.018992525837069264,0.02389180488419789,2010,All
0.018484705687970594,0.019619500549747676,0.023326541746127916,2011,All
0.01974299731447604,0.02050376747183657,0.023623406942277665,2012,All
0.020579292747385923,0.02140329751223357,0.024789218028875945,2013,All
0.020854732521355016,0.021976017395565546,0.026188540016878405,2014,All
0.02021608612486676,0.023046984274618355,0.02758786200488086,2015,All
0.019513899605279245,0.024117951153671165,0.02898718399288332,2016,All
0.01881171308569173,0.025188918032723974,0.030386505980885777,2017,All
0.018109526566104216,0.026259884911776783,0.031785827968888236,2018,All
0.017407340046516697,0.027330851790829593,0.033185149956890696,2019,All
