lowerVal,val,upperVal,year
0.04451778902476299,0.052484869923495825,0.060363867776386984,1983
0.02245076703478419,0.04236605952420461,0.06324816636972931,1988
0.039748174828998346,0.06004484581161597,0.08049297885313234,1989
0.01987494093485493,0.03688122916090308,0.054390939942097455,1990
0.03880436141703114,0.05375617019409548,0.06912547330291091,1991
0.03465116572310559,0.04804975498045486,0.06164634663233488,1992
0.025193405458252497,0.03772684571695584,0.05003957641794804,1993
0.02907096938440174,0.04123421211930295,0.053823639428985014,1994
0.028708849270938495,0.041211048889101376,0.05366480451622299,1995
0.018691954324937927,0.030816212839440082,0.04286161327324492,1996
0.057210476398755095,0.06816346384776506,0.07908044740975739,1997
0.03321026051112377,0.04297656146177008,0.05222835946548751,1998
0.03997471129511733,0.04852414153154151,0.05675133961784718,1999
0.009064902634521315,0.016861050024631737,0.02452595607091186,2000
0.05610965360173361,0.06355418984305909,0.07142410202406355,2001
0.03518254175331975,0.042812856199739374,0.050643750118490254,2002
0.009418939320426948,0.016876778304418305,0.024356031639378863,2003
0.04602122158950661,0.05321917580848018,0.06028805766682789,2004
0.02153363442710479,0.028549158678625435,0.03523681896221959,2005
0.008910983090091616,0.015381070275174671,0.02225187564021994,2006
0.010300992951412092,0.01724483842374419,0.024193688956969224,2007
0.05297683524258984,0.060060628056260765,0.06708376969322982,2008
0.017932918024610316,0.02464533050244872,0.03135792789546805,2009
0.0039230903094124156,0.01011195414966578,0.01702116361288463,2010
0.011347698725959221,0.018121187292436135,0.02529206357741055,2011
0.01776254053218989,0.025169489509392476,0.0329498307713272,2012
0.01918053738748224,0.02757647927438828,0.03561494210953768,2013
0.012293971946649314,0.02031208751048827,0.028472057503208262,2014
0.02682755365376473,0.03465706002891407,0.042291024220851896,2015
0.0031794824280031004,0.009773790760910842,0.01726928421490999,2016
0.008347450304843462,0.015873928649840264,0.023419872586153963,2017
0.03419909952093139,0.04631096203184945,0.05785730822245846,2018
