iTime,year,age,S,lowerVal,Val,upperVal
1,1998,3,0,0.5857326032071215,0.6587171969685293,0.7428059306833145
1,1998,4,0,0.5455846350391083,0.6082777418721461,0.6828802368081502
1,1998,5,0,0.4950380011041241,0.557372139498846,0.6297909778201812
1,1998,6,0,0.4004094030077006,0.4584000518266693,0.5250495677937804
1,1998,7,0,0.3253802530145626,0.3790198432496708,0.44311687809876416
1,1998,8,0,0.24455697468173618,0.2876336846484706,0.3393126008645567
1,1998,9,0,0.1867387198346262,0.22195459773293036,0.26464177523511234
1,1998,10,0,0.14055951034247252,0.1715489426122161,0.20717749202778482
1,1998,11,0,0.10019806990041721,0.12247515957404823,0.14864828128255328
1,1998,12,0,0.08270378186458249,0.0998442386542214,0.11954631899823222
1,1998,13,0,0.061582570141722234,0.08478309311850626,0.10636706084341839
1,1998,14,0,0.04342987870273323,0.07200142336194912,0.09954454179625179
1,1998,15,0,0.030498771955835904,0.06027688136810184,0.0912458742177791
1,1998,16,0,0.020163355823185174,0.04953876176163988,0.08311967154271956
1,1998,17,0,0.013434610940526514,0.03952444991339888,0.07297041039780294
1,1998,18,0,0.009014000467016094,0.033382064360399616,0.0699793735009727
1,1998,19,0,0.00608627228490846,0.028606097092689166,0.0687860093826366
1,1998,20,0,0.004260001372413229,0.025154590268180406,0.06927187709228565
1,1998,21,0,0.0029602772196770624,0.021968138850260957,0.07014005250659927
1,1998,22,0,0.0020352759286032048,0.018977388631784643,0.07080979639275642
1,1998,23,0,0.0013466765690940581,0.016638854197059835,0.07171894196200518
1,1998,24,0,9.263241875997143e-4,0.014572860823309367,0.07087297403923369
1,1998,25,0,6.409098043012901e-4,0.01249561934469578,0.0693021761141102
1,1998,26,0,4.568001869931201e-4,0.010818253727303696,0.06860944131460067
1,1998,27,0,3.22855122488818e-4,0.009547545417393565,0.0687818560345631
1,1998,28,0,2.2495023339377893e-4,0.008427315047512464,0.06991385456821561
1,1998,29,0,1.5726890475682023e-4,0.007525136595308601,0.07166772464063452
1,1998,30,0,1.11866027839145e-4,0.006529115933867735,0.06963195951382853
2,1999,3,0,0.6144850663373889,0.6983241757834242,0.789640841886011
2,1999,4,0,0.5423754001394437,0.6087095293401287,0.6812908064679766
2,1999,5,0,0.5008111519665737,0.5639529180226944,0.6271964918259975
2,1999,6,0,0.4580277390587137,0.5156029268724154,0.5797433434324712
2,1999,7,0,0.36246309256075593,0.4174642509380212,0.47934739753532907
2,1999,8,0,0.2935940282433548,0.3445558851996584,0.40060540958656427
2,1999,9,0,0.2221639961757758,0.262151421999018,0.3097661498250356
2,1999,10,0,0.1666768291363255,0.19971814464848647,0.23874715743304134
2,1999,11,0,0.12641842371440906,0.15487467218428091,0.18869017524454165
2,1999,12,0,0.08848477433654174,0.11105979108832582,0.13593200979133754
2,1999,13,0,0.07594143593906891,0.09135872392082402,0.10951874524834233
2,1999,14,0,0.056916247759335827,0.07745067823327964,0.0993776501042246
2,1999,15,0,0.03951271207765361,0.06604571355037339,0.09293169792563202
2,1999,16,0,0.027403517276801317,0.054704984731273776,0.08338042273928932
2,1999,17,0,0.018585150653005644,0.044834589561833185,0.07666271170326565
2,1999,18,0,0.012566476074834163,0.035732555947139394,0.06675804000598376
2,1999,19,0,0.008504810544604046,0.030508262431786365,0.06470677026035783
2,1999,20,0,0.005748360511045022,0.026250405747357604,0.06404961546997903
2,1999,21,0,0.004080656131407426,0.023046575194951437,0.06376601745661062
2,1999,22,0,0.0027543720197689423,0.020229069857646276,0.06503583414915222
2,1999,23,0,0.001934492724513482,0.017474598780875043,0.06522869762639959
2,1999,24,0,0.001276200758939993,0.01530117994362953,0.06682326703815446
2,1999,25,0,9.121046543608882e-4,0.013260528926842218,0.06594973057519807
2,1999,26,0,6.254983165985757e-4,0.011503969919072654,0.06447616595427434
2,1999,27,0,4.416805308981228e-4,0.009981313359537542,0.06291687501925713
2,1999,28,0,3.1392766519964545e-4,0.00876363949912,0.06397487846486515
2,1999,29,0,2.151900160919634e-4,0.007721029996453622,0.06512945181075513
2,1999,30,0,1.4884125511071484e-4,0.006969217530050719,0.06908223158590704
3,2000,3,0,0.6635356401200558,0.7420310304093084,0.8229240420092041
3,2000,4,0,0.548646957470961,0.6201525537479068,0.7044550880352618
3,2000,5,0,0.48299467031841614,0.541899488124682,0.6088940630330824
3,2000,6,0,0.45009629215799585,0.5000270406840642,0.5601319989963672
3,2000,7,0,0.3976601539447854,0.446780257175764,0.5047677771664508
3,2000,8,0,0.31852136909787204,0.36256851575447024,0.41403886164512144
3,2000,9,0,0.2588873192335753,0.3003183798262369,0.3460041496160968
3,2000,10,0,0.18890944100635276,0.22574756885857164,0.2643490881017776
3,2000,11,0,0.14228321852021933,0.1723986848323674,0.20591201219667288
3,2000,12,0,0.1086485268829268,0.13291725782696312,0.16128787784198131
3,2000,13,0,0.07862826009896146,0.09733358442761954,0.11951674858109268
3,2000,14,0,0.065848602893213,0.08025151581360171,0.09766031571895581
3,2000,15,0,0.049545150048840275,0.06811797653731676,0.08760585539991585
3,2000,16,0,0.0345609542276099,0.05724678452416131,0.08062613568931988
3,2000,17,0,0.023859127993975042,0.047683138833953156,0.0733953265794106
3,2000,18,0,0.01601263475241097,0.03884496597716572,0.06644234343167517
3,2000,19,0,0.011055741478949293,0.0318260062364131,0.05926853984839946
3,2000,20,0,0.007456817457581358,0.027116994215682394,0.05876118759881007
3,2000,21,0,0.005038197017628029,0.023301385700881694,0.05756822755631368
3,2000,22,0,0.0036087590647655133,0.020481032165145525,0.058058776361136696
3,2000,23,0,0.0024696215977225064,0.017910914638621017,0.05722329743718279
3,2000,24,0,0.0017260149496520732,0.015633670501713347,0.058320043041333446
3,2000,25,0,0.0011285394847774615,0.013629085460075688,0.060073388256833095
3,2000,26,0,8.019063731775171e-4,0.011823792765456947,0.0587283718563036
3,2000,27,0,5.496737969610397e-4,0.010198111102297186,0.05810292389527369
3,2000,28,0,3.8853448719940436e-4,0.008820015588695749,0.056545728260660115
3,2000,29,0,2.775048076876279e-4,0.007712018384915945,0.058301746211989657
3,2000,30,0,1.8851150861465125e-4,0.0068513785691093725,0.0578452930954573
4,2001,3,0,0.682181722620865,0.7516833633554333,0.8191328689442775
4,2001,4,0,0.6058336562644859,0.6783894335461751,0.7490498118543345
4,2001,5,0,0.499936242359066,0.5667552851267897,0.6458362947656168
4,2001,6,0,0.4429513148183154,0.49444223737848353,0.5575106892139632
4,2001,7,0,0.4024423922124271,0.4492421804285302,0.5023102639007813
4,2001,8,0,0.3611063935597757,0.4024233417714207,0.4488931505285708
4,2001,9,0,0.28416077380204674,0.32560052746767787,0.3707001869740834
4,2001,10,0,0.22804482528218167,0.2670958539629953,0.31166646930101233
4,2001,11,0,0.1680275317530234,0.20063222828933475,0.23836654025341525
4,2001,12,0,0.12731404495349738,0.15332074377082577,0.18317530173326485
4,2001,13,0,0.0979288266564467,0.12037737452460345,0.1469005688858043
4,2001,14,0,0.07135665493316722,0.08808724826469985,0.1076454680110277
4,2001,15,0,0.05990186602474647,0.07288586630336169,0.08784069328215427
4,2001,16,0,0.04382958772146161,0.06110470344372823,0.07845119881408821
4,2001,17,0,0.030947037109019564,0.05137441248163094,0.07226548506882047
4,2001,18,0,0.021421147441765077,0.04271906696411243,0.0651235385014657
4,2001,19,0,0.014728519688304194,0.035682499965888376,0.0602767594397517
4,2001,20,0,0.010105074633077164,0.029046138055519928,0.05429138496356011
4,2001,21,0,0.006782710158404316,0.02500441617462288,0.05270809152818716
4,2001,22,0,0.0046599882941385645,0.021445913582760403,0.051393423554504325
4,2001,23,0,0.0032417188579523535,0.01887316765027363,0.05219767971662714
4,2001,24,0,0.0022117093543315043,0.016498783318753374,0.05209763832884066
4,2001,25,0,0.0015240025392996048,0.014210409603201885,0.052785504145942935
4,2001,26,0,0.0010116994232271552,0.012439228719979534,0.054734127514146386
4,2001,27,0,0.00069635982245412305,0.010775419833479155,0.05343821110265761
4,2001,28,0,4.7690829322565937e-4,0.009299380261466457,0.05253270286002885
4,2001,29,0,3.369270334618833e-4,0.008032037717263045,0.0518885422078289
4,2001,30,0,2.4261076256450965e-4,0.007114855469493676,0.05198420316214078
5,2002,3,0,0.6872905797785509,0.752167177164688,0.8264818238616926
5,2002,4,0,0.6305445350965664,0.695463459334506,0.7614167705072361
5,2002,5,0,0.55793013563887806,0.6287644165990339,0.6993279206105842
5,2002,6,0,0.4632263842269799,0.5246024392813884,0.5959726709376605
5,2002,7,0,0.4024814908559735,0.4510529744595,0.509744742016737
5,2002,8,0,0.36813488948749346,0.40948081005753234,0.4604402941836474
5,2002,9,0,0.3267688781026248,0.3672864076861959,0.41109863447407896
5,2002,10,0,0.25418047733189997,0.29553861592530417,0.3366459936179008
5,2002,11,0,0.20578283541570838,0.24186324196700348,0.282487684589422
5,2002,12,0,0.15139718257965643,0.18123761583118658,0.21596624557541505
5,2002,13,0,0.1172986389860775,0.14042542444956854,0.1690604303617894
5,2002,14,0,0.08958470831151873,0.11069866227961808,0.1352884241303432
5,2002,15,0,0.06532134145377239,0.08104125485401312,0.10028046525670346
5,2002,16,0,0.05432687557582091,0.06642267693925528,0.07998344860380759
5,2002,17,0,0.04056940527003563,0.055647842617971885,0.07094684839678629
5,2002,18,0,0.02873126106031684,0.04687647742212643,0.06540640677346471
5,2002,19,0,0.01994329592098351,0.03952328945917618,0.0601062185284531
5,2002,20,0,0.013657798984252942,0.03319141273475253,0.05562014165316891
5,2002,21,0,0.009342258840302601,0.027016885563110216,0.05003658697575094
5,2002,22,0,0.00628393297095206,0.023099581693102687,0.04878229658714571
5,2002,23,0,0.004304165694550334,0.0200248260285188,0.047946324537851075
5,2002,24,0,0.0030140007675181057,0.017582440579890828,0.04824887229849453
5,2002,25,0,0.0020505257171468173,0.015331061306102858,0.048440287739633006
5,2002,26,0,0.0013876725514787053,0.013392587480692188,0.049345203559655625
5,2002,27,0,9.373717551990783e-4,0.011650196091712037,0.050320046628285056
5,2002,28,0,6.50813119772864e-4,0.01008349299509919,0.04945327997194154
5,2002,29,0,4.459053201119187e-4,0.008685763757038632,0.048352206375616644
5,2002,30,0,3.2784974748712825e-4,0.007534715365233324,0.047276261061616504
6,2003,3,0,0.7200541915741528,0.786613814143817,0.859320780128276
6,2003,4,0,0.6407990297174034,0.6989706779234695,0.7682070357666563
6,2003,5,0,0.5887699154230023,0.6475735014082399,0.7038889407957439
6,2003,6,0,0.5245755133667598,0.5829703463135554,0.6480858882036638
6,2003,7,0,0.42805223530966985,0.4809013254759727,0.5441475299458702
6,2003,8,0,0.37239844184257426,0.41395987466435147,0.46487300078875715
6,2003,9,0,0.33887377092052284,0.3755954756879424,0.42058751724641585
6,2003,10,0,0.2998187406403582,0.33407066150439224,0.3743955796364255
6,2003,11,0,0.23337780802871752,0.26930041233901036,0.30583683428383973
6,2003,12,0,0.18758635125209344,0.21959697233619035,0.2561983108441504
6,2003,13,0,0.1401946753899997,0.16793070038944058,0.19842743578128852
6,2003,14,0,0.10935683805393043,0.1301249736186666,0.1554839947840605
6,2003,15,0,0.08356970063302206,0.10228295261362727,0.1249057435707969
6,2003,16,0,0.06013116888105795,0.0742436773967893,0.0903912986038937
6,2003,17,0,0.05017149699228598,0.060825600883269854,0.07329151855133134
6,2003,18,0,0.037367684276332525,0.05114530940715818,0.06546896647392123
6,2003,19,0,0.026451533895168206,0.043538795839994274,0.061005938543324756
6,2003,20,0,0.018536622778697415,0.036572437911561034,0.056611461872820124
6,2003,21,0,0.012645366555416246,0.03061473482931469,0.05168552623136871
6,2003,22,0,0.008700154828118629,0.025078321279860642,0.04722718508301802
6,2003,23,0,0.005895527730473951,0.021337621388439164,0.04537343226077484
6,2003,24,0,0.004034831978168745,0.018446644245344236,0.04443355963193162
6,2003,25,0,0.00280577531759912,0.016053159547131622,0.04456434852964166
6,2003,26,0,0.001893045225410862,0.014030060012881953,0.044926935476151376
6,2003,27,0,0.0012860681711037024,0.012263448593640643,0.045512297535949604
6,2003,28,0,8.700773197204118e-4,0.01071773900414075,0.04646982959177983
6,2003,29,0,5.986635240598124e-4,0.00932889164373596,0.046137527615446296
6,2003,30,0,4.1687356000749334e-4,0.008019960140636738,0.04547201357341121
7,2004,3,0,0.7562824214224804,0.8182444019125918,0.8825417700591676
