year,val,upperVal,lowerVal
1983,0.27859943556605854,0.9298613104250781,0.008650383273403036
1988,0.2833720978112124,0.9218859299549194,0.009402489095963314
1989,0.28176797053561475,0.9187402485858351,0.007957859869160524
1990,0.27600050818036004,0.9230910032272842,0.009778102773745438
1991,0.27288644053999594,0.9401714821277164,0.010006311233488436
1992,0.29031476914890464,0.9267408468583593,0.012936652875568085
1993,0.2725176650578832,0.9204485913196446,0.01067147722344643
1994,0.28818522042080985,0.9250663353856022,0.011608331878265469
1995,0.28448548815980756,0.9293068525941219,0.01193605970794075
1996,0.2970285023703326,0.9236551423311558,0.011885529174180974
1997,0.2765559486630232,0.903608010452636,0.011103069616127002
1998,0.037965304581587034,0.043924516157708045,0.03263510868595628
1999,0.040060596145234925,0.044874864124745895,0.03583519016104803
2000,0.009247185753277024,0.011708518526704681,0.007143128218743846
2001,0.07097413574421897,0.07724767595519863,0.0648284329344726
2002,0.034181172932141596,0.038711181404844336,0.030112960562409467
2003,0.016630603608952167,0.01976666378449806,0.013825827224135443
2004,0.04999627449973327,0.055174721771891824,0.04515316955330813
2005,0.027498468702575496,0.03135995314657679,0.023838959194171123
2006,0.012229868194263556,0.014859241401956649,0.0099782270287180775
2007,0.01841179957499886,0.021540956584383535,0.015638345784903362
2008,0.05553161219011926,0.06059035745699305,0.05079073069085199
2009,0.02500002181155583,0.028342933568689787,0.02206477688410869
2010,0.009668038206875493,0.011688417813674983,0.007799662903645709
2011,0.02166777107061161,0.024527920309350363,0.01901814688570614
2012,0.018439229523990866,0.02117755506666092,0.01600510750304274
2013,0.027700892565417922,0.03057018973139554,0.02496725241522329
2014,0.01772544162092343,0.020263174430760263,0.015480184422791407
2015,0.035654217265606365,0.038938607459890494,0.03264988388102158
2016,0.00658760778570673,0.008010092471025014,0.005243544865380803
2017,0.0165242588642635,0.018625772590103666,0.014399433091425067
2018,0.03961737292936552,0.04312747640310639,0.03642151377888277
2019,0.026192694795589624,0.033937440964659865,0.01929095253631704
