lowerVal,val,upperVal,year,iFold
0.01284500212133355,0.04424121056012628,0.07698468202608075,1984,All
0.05815030169818795,0.06269542319112348,0.07020737696273394,1988,All
0.05487400143396906,0.05878759095187609,0.06539857206559299,1989,All
0.051597701169750175,0.05487975871262871,0.06058976716845205,1990,All
0.04832140090553128,0.05097192647338132,0.05578096227131111,1991,All
0.04504224254719916,0.047075526610586865,0.05097215737417016,1992,All
0.04169471152958723,0.04345261738491161,0.04616335247702921,1993,All
0.03834718051197531,0.03982970815923635,0.04135454757988827,1994,All
0.034922282865351685,0.03597974223153871,0.03663617920391192,1995,All
0.031062862154669964,0.03181979099309438,0.03313513477358675,1996,All
0.02679623197535173,0.028052536690351758,0.029733959967850023,1997,All
0.022001369711047304,0.024088933919758287,0.026381872279076013,1998,All
0.02235897432076119,0.024050250590213214,0.025563241564919698,1999,All
0.02268183616962709,0.024150538304060117,0.024927240463043274,2000,All
0.02296309025877839,0.024075913048539302,0.02478254716862191,2001,All
0.022925687746643567,0.023934200601578,0.02476101549570979,2002,All
0.02210304357490598,0.02407582413362346,0.025127807438799395,2003,All
0.02127658226014159,0.024184474359115325,0.025506659851554193,2004,All
0.020450120945377202,0.02429312458460719,0.02588551226430899,2005,All
0.019623659630612814,0.02440177481009905,0.02626436467706379,2006,All
0.018797198315848432,0.02451042503559092,0.02664321708981859,2007,All
0.017970737001084043,0.024601413170022735,0.0270264850253384,2008,All
0.017144275686319654,0.024594052242909933,0.02743434022624437,2009,All
0.019544263491295878,0.025129888539045228,0.02753404340627431,2010,All
0.021944251296272102,0.024903080963603212,0.027824407554198582,2011,All
0.02427998897024479,0.02483589169966331,0.02813911725525086,2012,All
0.02393793462554764,0.026329433631572072,0.028785183583542293,2013,All
0.023509489413869586,0.027660201220543353,0.030030343168140013,2014,All
0.023081044202191533,0.028232914049187346,0.03200237947691732,2015,All
0.02265259899051348,0.028805626877831336,0.03443995365251079,2016,All
0.022224153778835423,0.029378339706475333,0.03687752782810425,2017,All
0.02179570856715737,0.029951052535119323,0.03931510200369773,2018,All
0.021367263355479317,0.030523765363763323,0.041752676179291195,2019,All
