year,val,upperVal,lowerVal
1984,0.03331521454410039,0.07249103076903392,0.006769024327860191
1988,0.05298157917644831,0.10802181527914984,0.011190897411845365
1989,0.05217881014603243,0.10941519957951522,0.011643209142352565
1990,0.05840161218605476,0.10755405322657782,0.01401001131408306
1991,0.03906424260001493,0.08494407428929704,0.0074586602869699745
1992,0.03862575543262679,0.0814619916709902,0.007645383978213584
1993,0.04117596953239577,0.07833094444835954,0.00890222932112917
1994,0.017336877478294044,0.043934563044203914,0.0030959672388104157
1995,0.018468653204602288,0.046431180841070806,0.0029673852125475177
1996,0.037289433063665445,0.07328930017386728,0.008095880887095674
1997,0.03616594543733603,0.06641814410812366,0.008337733967729303
1998,0.017201394033189387,0.04013437697417379,0.0033810528577093964
1999,0.02030264594291347,0.043373741971404714,0.0048907023971086865
2000,0.01638158037091706,0.036803770239493765,0.003196563327018962
2001,0.020473117899697732,0.04058428953517296,0.004653195146277328
2002,0.017015946452865777,0.03692456764999581,0.0033741103276209343
2003,0.01216969822444678,0.029671134852037817,0.0020084071810044114
2004,0.008689748574822239,0.02300689623942013,0.0014729359948319563
2005,0.008700626053788383,0.02114853020771671,0.001313255356681719
2006,0.00703139125337515,0.01857018856416927,0.0010514988370634933
2007,0.008493084333780005,0.02288280964021153,0.0014232175081030749
2008,0.017658055204033775,0.04277897276691837,0.002678474845465675
2009,0.01827607927381234,0.04399029068091196,0.0036369409858554363
2010,0.04178229682162088,0.08153777038164413,0.009347225160442996
2011,0.02411376255288653,0.06801758069899924,0.0039686347809541386
2012,0.025226991627657187,0.06836058324159368,0.003978531883152303
2013,0.023346142402449255,0.06557844368694639,0.004243109080899898
2014,0.021686684835684592,0.05976403383422466,0.003351973521901845
2015,0.015374089584377014,0.0420177187781152,0.0026657974982153307
2016,0.012849607294728598,0.03745213875651048,0.0021145465762208294
2017,0.014585296223927704,0.04119099863426211,0.002178554737857371
2018,0.016726052521443806,0.048048034770895656,0.002818056605979988
2019,0.028887227387800946,0.09057642166592032,0.00442160103636022
